content,svm_sentiment,bayes_sentiment,df_scores,df_score_senti
运行 速度 运行 速度 快 足够 了 散热 性能 散热 方面 感觉 有点 不太好 知道 外形 外观 外观 赞 是 喜欢 类型 特色 电池 续航 感觉 不太好 宣传 说 看 视频 小时 使用 看 视频 小时 剩 电量 了 差距 大 了 问 客服 连 个 人工 服务 没有 是 买 态度 买 态度 ,消极,积极,13.293,积极
键盘 没有 home 键 没有 page down page up 玩 Excel 其他软件 办公 会 方便 是 用来 办公 大 建议 买 玩游戏 娱乐 挺不错 ,消极,积极,2.559,积极
屏幕 效果 屏幕 效果 好 很 清晰 外形 外观 外观 漂亮 设计 很 不错 ,积极,积极,17.292,积极
屏幕 效果 是 k 好 了 比如 小 新 pro 中规中矩 效果 散热 性能 散热 运行 速度 接显示器 扩张 模式 移动 鼠标 会 有 卡顿 是 屏幕 切换 明显 ,消极,积极,9.048,积极
不错 很 担心 散热 问题 风扇 声音 有点 大 贵重 东西 没送 电脑包 买 ,积极,积极,3.158,积极
键盘 小 打字 很 容易 误 碰 触控板 很 影响 办公 USB 接口 做工 有点 差 电脑 运行 风扇 声音 偏 大 电脑 开机 占用 内存 无 应用 开 视频 qq 内存 直接 达到 优点 降价 快 购买 到 降价 了 荣耀 来 降价 王 荣耀 ,消极,积极,9.033,积极
运行 速度 挺不错 标压 锐 龙 香 屏幕 效果 必备 色准 挺不错 不用 校色 触摸板 通病 松 体验 很 没 触摸 会 有 声音 外形 外观 换 过 货 机身 歪 了 换新 没 毛病 自营 店 好 苦 帮 调货 感动 ,积极,积极,19.394,积极
说真的 感觉 电脑 不太好 充足 电 开机 电池 只能 发热 严重 老 是 提醒 需 激活 系统 点开 要 激活码 说 系统 可能 正版 散热 性能 发热 严重 ,消极,积极,-9.631,消极
运行 速度 不错 外形 外观 好看 屏幕 效果 不错 轻薄 程度 好 散热 性能 有点 响 风扇 特色 指纹 不错 还有 看 个 视频 死机 了 ,积极,积极,18.04,积极
价位 拿 得 出手 机器 分辨率 完美 ,积极,积极,3.998,积极
外形 外观 好看 东西 不中用 中用 东西 好看 运行 速度 一般 吧 手机 电脑 买回来 是 过 知道 了 散热 性能 散热 性能 一般般 吧 特色 碰传 手机 用不着 轻薄 程度 轻薄 程度 算 了 屏幕 效果 节目 效果 模糊 ,积极,积极,21.182,积极
运行 速度 一般般 屏幕 效果 散热 性能 这点 不行 外形 外观 帅 轻薄 程度 不到 cm 特色 开始 系统 垃圾 ,积极,积极,12.715,积极
续航 有点 崩 啊 不知 使用 五小时 不到 ,消极,积极,-3.964,消极
垃圾 死 了 买 了 不到 降价 了 用户 客服 服务 提供 刷机 服务 京东 客服 服务 辣鸡 买 个 电脑 伤 透了心 屏幕 有点 漏光 图 角 漏光 覅 说 说 吧 发货地 宋 姐夫 好 会 超级 富豪 华为 客服 看 地方 i 爱 哦 好 好 胃口 姐夫 好 v 活动 结束 考试 考 放假 ,消极,消极,20.559,积极
运行 速度 不错 屏幕 效果 占 比率 高 散热 性能 不行 差 外形 外观 轻薄 程度 勉勉强强 特色 摄像头 不错 哦 Windows 系统 安装 了 需要 激活 建议 去 店里 激活 办公 打游戏 发热 厉害 ,积极,积极,17.707,积极
笔记本 屏幕 不错 电脑 问题 看 高清 视频 下载 东西 时候 键盘 会 有 滋滋 啦 啦 声音 换 了 电脑 走 售后 时 告知 笔记本 是 现象 换 笔记本 使用 有 重启 时 卡死 现象 是 长 电源 键关 ,消极,消极,10.412,积极
运行 速度 有点 慢 蓝牙 有 问题 ,消极,积极,0.688,积极
满足 使用 降价 送 鼠标 不送 包 贴膜 需要 买 满意 鼠标 是 配送 害 问 问 ,消极,消极,5.229,积极
屏幕 效果 国产 屏太差 颗粒感 严重 看 视频 模糊 不爽 运行 速度 有点 对不起 RRV4 速度 外形 外观 外观 行 LOGO 位置 有点 刻 角 缩小 字体 完美 了 散热 性能 一般 轻薄 程度 完美 特色 送 鼠标 是 太抠 了 ,积极,积极,17.028,积极
运行 速度 屏幕 效果 屏幕 有点 模糊 散热 性能 开机 时候 有点 热 知道 外形 外观 观看 很 好看 轻薄 程度 很 薄 很 适合 办公 特色 全金属 触感 舒服 还有 华为 特殊 技术 ,积极,积极,17.973,积极
电脑 是 不错 想要 买完 过 周 降 了 觉得 有点 恶心 是 没货 宣传 有 活动 突然 有货了 说 下单 谁知 过 了 降 了 销售 鬼才 啊 ,消极,消极,-0.2,消极
总体 华为 客服 好 图片 展示 内容 京东 说 个 华为 客服 说 了 ,消极,消极,12.987,积极
屏幕 效果 全色 域 不错 官方 旗舰店 没有 赠品 背包 没有 赠品 鼠标 京东 店 有 赠品 旗舰店 皮划艇 官方 店 是 华为 保修 大家 去 店 买 ,消极,消极,33.301,积极
笔记本 整体 情况 不错 键盘 处 会 有 滋滋 啦 啦 声音 看 高清 视频 玩游戏 时候 会 大 走 售后 换 了 严重 静音 打开 高清 视频 能刺 脑袋 疼 是 尖锐 滋滋 声 准备 走 售后 ,消极,消极,-0.251,消极
外形 外观 外形 是 好看 屏幕 效果 可能 期待值 过 高 了 轻薄 程度 挺薄 大 不轻 运行 速度 浏览 网页 有 得 加载 情况 散热 性能 没想到 开 了 应用 时 看 视频 时 风扇 响 特色 赠送 服务 没有 客服 不耐烦 ,积极,积极,24.275,积极
运行 速度 行 屏幕 效果 屏幕 不错 散热 性能 感觉 一般般 外形 外观 好看 特色 感觉 耗电 amd 快 ps 三星 全都 是 产品 换 系统 没发 评 ,积极,积极,10.647,积极
买 降价 运行 续航 到 小时 散热 不错 屏幕 效果 外观 好 个人感觉 Linux 系统 着 装不装 赠送 微 系统 表示 清楚 有 区别 功能 会 追评 店铺 是 京东 体验 最差 搞 得 不想 京东 了 京东 服务 不行 了 ,积极,积极,21.633,积极
建议 电脑 小白 花点 钱 买 linux 版本 买回来 重装 是 麻烦 运行 速度 一般 轻薄 程度 薄 外形 外观 好看 屏幕 效果 好 ,积极,积极,9.916,积极
优点 性价比 高 内存 存储配置 管饱 屏幕 不错 京东 快递 好评 夸 缺点 背壳 凸起 地方 转轴 处 边缘 翘起 音响 极差 差 小米 差 暗影 精灵 起来 是 差到家 了 高音 砂轮机 刺破 耳膜 有时候 开 个 网页 摄像头 部分 发热 严重 风扇 呼呼 有时候 不会 应该 是 软件 问题 续航 是 轻薄 耻辱 拔 了 电源 提示 可用 小时 是 差 本子 小心 磕 了 边角 退 了 一分钱 一分货 要 记住 道理 华为 做 慈善 ,消极,积极,3.525,积极
帮 同事 买 ,积极,积极,-0.624,消极
唉 电脑 网上 看 喜欢 买回来 感觉 电脑 客服 了 代码 感觉 没有 解决问题 有 时间 建议 去 实体店 购买 是 电脑高手 要 要 激活 像 电脑 小白 发愁 感觉 哈 连 个 电脑包 鼠标 带 价钱 觉得 线下 会 好 知道 行业 不易 找 同学 帮 没有 让 程序员 小哥 跑 希望 能 体会 顾客 需求 时候 服务 不能 说 是 尽善尽美 要 知道 评价 了 客服 耐心 买 台 电脑 满意 满意 ,消极,消极,12.132,积极
强迫症 患者 屏幕 黑边 对称 左细右粗 换 了 货 是 屏幕 有点 歪 充电电流 呲 呲 响 ,消极,积极,-5.332,消极
没有 结束 上说 续航 小时 样子 不错 ,积极,积极,2.062,积极
看着 很 舒服 色域 确实 好 自带 office 指纹 解锁 很 音响效果 好 唯一 遗憾 是 快 传 不能 知道 是 电脑 问题 手机 修过 NFC 功能 不行 了 电脑 有 质感 不重 ,积极,积极,6.875,积极
试用 中 ,消极,积极,2.917,积极
很 满意 ,积极,积极,3.37,积极
感觉 ,消极,积极,-0.77,消极
没有 送 鼠标 电脑包 hellip hellip 要 买 没有 具体 知道 内存 差 了 系统 内存 了 外观 行 没有 帮 激活 电脑 感觉 很 耗电 没有 电量 ,消极,消极,1.954,积极
电脑 不错 满意 荣耀 店 坑 了 买 了 没货 有 货 直接 降 了 太过分 了 过 了 保价 ,消极,消极,9.833,积极
京东 上买 东西 真气 人 买 了 降价 不爽 ,消极,积极,4.582,积极
机子 好坏 说 评论 送 鼠标 背包 没有 裸机 生气 看 了 评论 买 坑 ,消极,消极,-4.538,消极
运行 速度 不错 屏幕 效果 屏幕 效果 好 散热 性能 还好 外形 外观 好看 轻薄 程度 特色 建议 不会 linuix 系统 不要 买 不会 头大 要死 还有 软件 不能 下载 比如 视频 qq 音乐 不能 触摸 鼠标 灵活 还有 版本 不能 指纹 解锁 语音 助手 不能 好 后悔 啊啊啊 啊啊啊 啊 ,积极,积极,19.692,积极
拿来 上网 性 能够 了 屏幕 好 伤眼 唯一 是 过分 注重 美观 牺牲 了 实用性 比如 键盘 联想 键盘 差远了 ,消极,积极,2.608,积极
特色 开机 没有 下载 东西 下载 应用 商店 下载 网址 得 去 找 客服 拿 输入 巨长 英文 去 下载 G 内存 显示 G 可用 知道 是 开放系统 开机 教学 没有 吧 开机 加 应用 商店 方便 顾客 下载 东西 会 死 吗 骚 是 下载 应用程序 东西 得 系统 骚 是 系统 是 ,消极,消极,13.11,积极
系统 是 买 电脑 收 了 上门 装 系统 费用 装 系统 没 激活码 需要 买 激活码 配件 没有 包 没给 盒子 装 了 电脑 电源适配器 好 干净 搞 得 心理 闷闷 唉 ,消极,消极,0.83,积极
服务 差 U盘 安装 服务 全都 是 协调 余地 没有 机子 来得 倒 是 快 U盘 要 才能 到 机子 来 了 不能 没 意义 商家 同等 价格 带 鼠标 背包 风扇 等到 东西 服务 一条龙 地方 是 坑 啊 带上 赠品 贵 了 大家 选好 了 觉得 忍受 买 哦 ,消极,消极,1.833,积极
散热 性能 差 屏幕 效果 行 运行 速度 好 外形 外观 好 轻薄 程度 特色 指纹 解锁 ,积极,积极,13.463,积极
运行 速度 快 轻薄 程度 薄 特色 装 了 个 win10 系统 指纹 不了 好 ,积极,积极,6.535,积极
垃圾 才用 了 蓝屏 黑屏 办公 进 了 文件夹 转圈 了 结束 进程 电脑 蓝 屏 了 强制 关机 电源 键 开 不了 机 了 过 了 屏幕 亮 了 还有 进 银行 uk 转圈圈 转圈 干不了 了 结束 进程 电脑 黑屏 了 无语 ,消极,消极,-10.134,消极
买 完 没多久 开始 送 东西 买 没有 天 不到 开始 搞 活动 ,消极,消极,2.045,积极
运行 速度 挺慢 屏幕 效果 有 软件 界面 很 模糊 ,积极,积极,2.347,积极
散热 性能 风扇 噪音 有点 大 运行 速度 特色 性价比 高用 过 来 评价 办公 时候 没有 噪音 运行 流畅 颜值 担当 爱 了 爱 了 好评 ,积极,积极,13.653,积极
存在 电流 声 换 了 屏幕 有 问题 退货 了 性价比 ,消极,积极,-3.564,消极
恕我直言 word 开始 会 卡 有钱 买 i5 吧 ,消极,积极,-0.019,消极
恭喜 同志 感觉 京东 失望 了 价值 便宜 打 销量 伤 了 信任 直接 买 人 心 看 电影 玩 个 撸啊 撸 风扇 声音 大家 参考 还行 不卡 ,消极,积极,6.099,积极
原以为 电脑包 鼠标 是 标配 结果 裸机 失望 ,消极,积极,-3.446,消极
画面 好 粗 啊 高清 总 感觉 模糊 后悔 了 ,积极,积极,0.477,积极
没有 鼠标 电脑包 东西 必备 吗 ,消极,积极,2.472,积极
买 了 降 不能 保价 了 ,消极,积极,2.037,积极
d 面 缝隙 大 了 ,消极,积极,-0.954,消极
了 一段时间 得出 结论 优点 屏幕 大 像素 好 缺点 开机 时候 电脑 有 滋滋 声音 电源 键 支持 睡眠 设置 有 支持 键盘 键程 短 手感 差 电脑 发热 严重 换 桌面壁纸 有 滋滋 声音 切换 电脑 缩放 比例 有 滋滋 声音 电脑 管家 运行 跟开 飞机 声音 很大 发热 严重 ,消极,积极,-2.387,消极
散热 性能 散热 太行 风扇 声音 有点 大 ,积极,积极,3.935,积极
运行 速度 快 屏幕 效果 好 散热 性能 一般 外形 外观 棒 轻薄 程度 薄 特色 音响 有 电流 声 ,积极,积极,16.773,积极
买 完 降价 表示 很 ,积极,积极,-0.594,消极
总体 开 吧 好看 是 ,积极,积极,1.853,积极
品控 太差 盖 有 缝 ,消极,积极,-0.117,消极
电脑配置 好 品控 太差 ,积极,积极,2.073,积极
系统 是 ,消极,积极,-1.253,消极
没有 window 系统 好 发 装 系统 没 激活 花 去 买 搞 麻烦 直接 买台 win 系统 笔记本 装 是 盗版 系统 ,消极,消极,-0.079,消极
屏幕 效果 色彩 让 人 不会 感觉 暗淡 散热 性能 双 散热 好 声音 很大 外形 外观 好 运行 速度 休眠 模式 打开 会 卡住 看电视 时间 长 了 电脑 会 卡 会 流畅 会 出现 双屏幕 ,消极,积极,7.318,积极
品 控 一般般 吧 买来 有 瑕疵 没 发现 不能 退换货 方向键 按压 有 问题 ,消极,消极,5.061,积极
运行 速度 amd cpu 运行 挺快 屏幕 效果 屏幕 效果 很 惊艳 屏幕 大 了 颗粒感 明显 散热 性能 散热 还好 风扇 有点 大 轻薄 程度 感觉 大 了 应该 合适 特色 价格 是 耍猴 了 买 了 不到 降价 能 有点 良心 吗 ,消极,积极,11.409,积极
产品 好 ,积极,积极,3.936,积极
好 ,积极,积极,2.073,积极
华为 牛 批 ,积极,积极,1.17,积极
吧 ,消极,积极,0.125,积极
电脑 不错 ,积极,积极,2.567,积极
运行 速度 一般般 devc 都卡 屏幕 效果 一般 散热 性能 吵 外形 外观 行 轻薄 程度 行 特色 买 降价 没 东西 送 就算 了 连 保价 没有 店铺 有 补偿 静电 声音 屏幕 静电 应有尽有 电池 续航 不怎么样 推荐 购买 ,积极,积极,14.921,积极
不错 呦 ,积极,积极,4.072,积极
运行 速度 还行 ,积极,积极,1.301,积极
没到 充 不了 电 了 有点 迷 ,消极,积极,1.133,积极
卡 屏幕 效果 有 破损 ,消极,积极,1.002,积极
垃圾 垃圾 垃圾 给我发 货 外壳 标 G 搞 毛线 啊 笔记本 贴合 不严 ,消极,积极,-4.298,消极
没有 鼠标 键盘 Linux 版本 安装 成 win10 要 购买 密钥 去 激活 office 要 购买 实话实说 喷 ,消极,消极,-0.522,消极
键盘 面摸 起来 手感 静电 赠送 wps 钱 是 坑 免费 打字 手感 不行 键盘 尺寸 起来 别扭 ,积极,积极,1.869,积极
没 仔细 看 过 了 退货 发现 键盘 有 鼓起 散热 性能 差 ,消极,积极,-2.769,消极
京东 荣耀 自营 大 骗局 客服 废话 京东 荣耀 自营 活动 预约 买 MagicBook Pro 锐 龙 版 R7 G 了 结果 只用 送 价值 双肩包 价值 服务 找 客服 价保 废话 ldquo 不同 时间段 活动 不同 rdquo 废话 吗 时候 知道 活动 吗 购买 截图 活动 真气 人 啊 看 是 差评 删 了 啊 店大欺客 ,消极,消极,19.14,积极
屏幕 上有 条线 品控 差 了 吧 ,消极,积极,-1.549,消极
屏幕 塑料件 有 凹痕 平整 很 难看 ,消极,积极,0.106,积极
电脑 好 性能 外观 令人满意 卡 着 买 了 降价 营销 策略 恶心 ,积极,积极,6.339,积极
特色 待机时间 官方 说 小时 待机时间 不到 小时 体验 极差 去 网点 自费 修理 运行 速度 开机 其他软件 运行 没有 快 笔记本 使用 不到 开始 死机 客服 完全 清楚 应该 怎么办 话 去 网点 找 修 体验 感 极差 ,消极,消极,-1.279,消极
没有 想象 好 虚假 促销 买 完 送 赠品 了 pi pi ,消极,积极,7.774,积极
分辨率 没法 看 字体 毛边 模糊 看 得 眼睛 快 瞎 了 找 了 客服 没 搞定 网上 搜大 人 放映 问题 心情 糟糕 下单 退货 ,消极,消极,-7.169,消极
喇叭 确实 会 有 小 电流 声 哒 哒 声音 还好 ,消极,积极,4.421,积极
运行 速度 个 系统 卡 垃圾 很 bug 安装 win10 了 来答 波 屏幕 效果 屏幕 感觉 价钱 差不多 散热 性能 散热 不错 没什么 声音 外形 外观 视觉 感受 丑 没什么 美感 轻薄 程度 中规中矩 厚度 重量 特色 续航 知道 ,积极,积极,18.737,积极
一般般 不错 是 摸摸 党 退 干 得 漂亮 ,积极,积极,2.033,积极
激活 好 麻烦 让 激活 让 买 激活码 ,消极,积极,1.2,积极
很 好看 ,积极,积极,1.792,积极
很 好看 ,积极,积极,1.792,积极
是 恶心 到 了 买台 笔记本 看 清单 有 赠品 结果 主机 充电器 鼠标 电脑包 没有 电脑 是 配送 快递 员 打听一下 座位 放 公司 座位 走 了 打了个 电话 丢 了 怎么办 ,消极,消极,-12.157,消极
电脑 笔记本 充电 线 没 了 包装 简陋 客服 态度 拽 死 不肯 补送 鼠标 让 找 售后 呵呵 售后 电话 打 京东 了 没有 能 解决问题 只能 说 句 大 实话 京东 买 东西 客服 售后 是 机器 ,消极,消极,6.737,积极
风扇 声音 大 了 吧 好 售后服务 很棒 ,积极,积极,2.629,积极
了 卡 关机 没用 启动 不了 关不了 机 ,消极,消极,-1.899,消极
客服 态度 差 太气 人 了 不能 相信 店 电脑 质量 有 问题 想 买 荣耀 电脑 请 去 官方 旗舰店 不要 相信 店 打着 官方 旗舰店 名号 结果 服务态度 差 了 动不动 快捷方式 回复 没有 人工 客服 有 几句话 差 了 ,消极,消极,15.063,积极
运行 速度 卡 是 屏幕 效果 起 价 散热 性能 没有 发热 笔记本 外形 外观 中国 骄傲 轻薄 程度 没 问题 ,积极,积极,15.598,积极
电脑 很 喜欢 京东 快递 速度 不敢恭维 说 了 加急 结果显示 到货 见到 货 客服 说 了 帮 加急 结果 加急 了 迟到 联系 客服 每 帮忙 解决 很 失望 ,消极,消极,11.453,积极
cf 玩 不了 风扇 响 了 电池 续航 不行 屏幕 有 地方 漏光 接受 ,消极,积极,-3.373,消极
